"RESPID","GENDER","AGE","WORKING","REGION","MUSIC","LIST_OWN","LIST_BACK","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19"
47423,0,66,4,1,3,,2,64,49,49,31,32,51,51,29,29,77,77,78,10,29,29,29,72,11,12
19574,0,18,2,0,4,10,2,81,81,89,17,18,8,60,68,7,51,49,49,48,79,78,83,83,81,81
18569,1,61,11,2,1,1,1,49,50,48,49,50,51,27,27,48,71,64,48,57,58,34,10,76,41,49
5217,1,66,11,1,3,0.5,1,6,6,7,6,4,23,8,8,91,70,5,6,5,70,3,7,8,9,8
16511,1,40,,2,4,4,2,100,100,100,3,6,4,4,4,3,100,100,100,100,100,99,100,100,,
18401,1,40,10,1,4,2,3,82,65,78,11,22,15,13,25,27,91,49,46,51,70,69,49,71,68,48
36536,0,49,8,0,4,5,6,53,66,55,41,24,43,53,13,53,81,88,88,63,76,48,46,82,47,48
42401,1,50,9,2,3,,,68,75,78,76,29,30,66,60,78,51,58,47,61,61,51,59,46,37,35
33306,0,24,5,2,3,3,1,63,52,44,52,29,32,50,12,52,27,71,32,71,49,29,13,14,10,10
21250,1,28,9,2,4,7,,15,59,63,35,2,6,22,27,8,88,21,20,36,92,46,49,74,35,40
3072,1,,3,2,4,4,8,42,33,61,58,40,58,37,53,79,100,70,61,39,80,30,80,40,53,67
13632,0,70,,1,1,,,11,22,8,13,12,49,8,8,72,52,7,8,9,23,21,7,7,,
40203,0,19,9,1,3,7,10,97,97,96,52,9,43,94,82,10,77,98,98,52,89,71,71,100,55,76
6525,1,45,,1,4,6,8,100,11,100,2,69,6,2,49,100,100,50,11,67,53,100,49,12,,
18138,1,63,11,2,3,0.5,2,24,44,40,60,10,47,29,28,46,28,46,58,15,48,10,28,26,25,25
20540,0,19,3,1,3,3,16.5,58,68,81,10,27,69,68,32,4,16,79,58,32,26,7,13,31,69,64
50910,0,34,9,1,1,0,0,49,49,48,49,52,49,49,49,50,51,51,51,50,51,50,50,69,48,50
186,0,21,,2,4,8,5,67,92,89,49,45,62,79,72,71,53,87,78,74,80,61,69,80,,
19281,1,69,11,2,3,0,0.5,13,72,12,10,10,68,7,8,53,7,90,92,10,29,9,14,68,10,13
50570,1,22,9,2,4,1,2,81,82,84,29,28,30,92,90,17,86,30,34,89,81,79,78,81,82,82
10458,1,21,,0,1,1,2,51,54,52,52,53,13,71,53,31,50,51,52,54,55,48,71,49,,
15534,1,29,,1,4,3,3,100,100,98,32,12,4,53,24,100,68,68,100,67,100,73,96,100,,
42244,1,34,5,2,2,0.5,0.5,29,69,71,10,71,97,5,6,13,28,92,90,93,8,8,7,7,6,9
1987,0,15,3,1,3,10,0.5,50,47,44,67,67,57,26,25,25,26,44,45,45,44,43,29,29,48,50
33244,0,66,11,2,3,1,1,10,51,51,29,30,31,31,5,66,52,66,69,30,31,71,31,31,31,31
7292,0,26,,2,4,5,3,68,82,84,43,58,31,74,50,31,71,73,71,92,92,50,32,79,,
5310,0,62,11,1,1,,,31,51,29,27,70,51,71,13,89,33,70,70,12,34,12,13,67,29,30
17353,0,22,8,0,4,2,3,46,47,48,48,49,48,52,49,49,49,50,52,51,51,51,47,45,46,47
15613,0,32,,2,4,2,2,30,63,51,10,11,52,17,12,71,60,89,91,65,35,12,8,50,,
36156,0,23,5,1,1,,2,98,32,65,37,68,49,73,41,49,68,41,51,73,77,45,51,35,5,51
12156,0,33,9,0,3,0,7,8,79,30,4,4,40,13,12,8,48,47,48,58,62,10,19,40,39,33
40550,1,30,9,1,0,0,0.5,9,54,13,54,13,70,51,34,92,10,31,10,61,54,11,11,68,10,8
4638,1,40,9,2,3,2,1,60,26,63,62,65,42,59,62,75,58,66,63,91,92,73,58,72,73,65
26968,0,43,1,2,1,0.5,0,28,46,44,43,6,8,80,46,71,71,49,73,8,8,29,46,77,46,7
45853,1,42,,0,4,,,33,30,70,51,51,33,25,11,45,49,67,51,32,32,33,9,68,,
9714,0,24,,1,3,0,0,56,57,47,44,32,50,31,32,9,7,74,74,49,67,28,6,68,,
17019,0,22,9,1,4,2,0.5,52,52,58,49,48,28,48,47,48,47,48,49,49,49,50,49,49,51,50
50059,0,64,11,2,2,0,1,9,8,8,8,8,50,8,8,94,8,47,47,10,10,11,11,49,11,11
10688,1,64,,1,2,1,4,49,86,49,27,26,77,6,8,83,87,83,49,12,74,51,10,17,,
5030,1,42,9,2,3,1,0.5,51,73,100,68,7,28,7,28,8,51,97,88,70,89,29,50,71,71,29
14001,0,22,,0,3,5,2,33,21,20,58,70,53,33,8,62,32,34,23,45,46,24,6,62,,
15956,0,34,,0,1,,,4,4,3,3,8,4,6,3,99,53,73,73,3,2,6,7,93,,
14186,1,41,,0,2,1,0,9,8,12,9,5,4,4,5,61,12,51,49,20,19,5,8,9,,
23094,1,15,3,2,3,5,2,57,67,68,16,16,33,38,32,27,47,73,69,69,71,73,,72,78,70
30630,0,40,9,1,3,2,2,51,49,62,65,64,69,32,32,51,50,74,76,57,73,54,,65,51,51
35397,0,59,4,2,1,0.5,0.5,23,8,5,4,71,28,4,4,91,29,29,6,5,8,4,5,3,5,11
31592,0,42,9,2,1,1,1,28,51,27,26,26,68,24,24,26,46,46,34,30,30,29,,27,28,26
27010,1,38,9,0,1,0.5,4,12,13,12,12,14,32,10,10,33,51,64,57,7,7,7,32,32,13,12
11640,0,37,9,0,3,3,1,89,92,95,28,90,12,89,29,94,33,52,52,10,11,33,23,90,91,90
37012,0,35,8,0,4,2,3,47,68,67,50,35,14,70,8,36,77,77,100,59,54,47,52,67,66,47
8095,1,64,,1,1,,0,52,55,36,35,34,35,37,36,66,89,31,30,10,32,58,32,81,,
41860,1,20,3,1,4,3,0.5,71,73,73,7,9,47,26,24,8,71,5,4,48,26,72,68,90,69,74
12857,1,26,9,2,4,3,1,72,85,82,79,77,72,78,74,75,73,52,65,64,70,77,85,87,87,74
33921,0,44,4,0,3,6,0.5,51,57,51,18,12,7,32,13,32,49,51,71,16,19,13,13,79,50,31
19015,0,39,8,2,3,2,3,67,50,68,10,10,28,29,26,67,100,31,44,55,65,68,29,69,51,51
26760,1,43,9,1,4,16.5,5,55,92,92,30,9,5,10,32,54,90,12,11,33,33,57,7,65,52,67
42717,1,50,10,1,1,0.5,3,9,10,10,10,30,51,9,10,92,12,71,52,9,33,9,9,50,9,9
11406,0,14,3,1,1,5,2,56,71,82,76,75,61,72,73,73,78,96,77,31,71,70,65,77,62,62
42534,0,42,9,1,1,1,1,69,96,48,9,14,14,30,31,29,73,74,74,33,33,34,32,91,50,12
1610,0,40,,2,2,,1,6,55,28,11,22,8,72,22,55,53,83,64,12,7,5,10,53,,
15050,1,58,,1,3,2,1,7,51,33,51,34,7,6,6,94,75,75,97,52,67,6,7,7,,
8405,0,63,,0,1,,,30,53,56,7,49,26,71,71,51,76,69,49,29,41,9,30,71,,
1028,0,54,,1,3,,1,52,54,54,54,55,54,52,52,52,53,53,53,53,54,30,33,51,,
20696,0,56,4,1,3,0.5,1,67,52,34,9,8,24,10,10,49,49,68,49,9,51,9,8,72,7,9
8221,1,59,,1,3,1,,25,30,48,9,9,47,7,9,66,68,68,51,31,67,27,24,24,,
3247,1,,3,0,0,,,50,53,44,54,54,42,43,70,54,50,34,75,73,54,64,57,67,62,46
8406,1,34,,2,4,7,,100,92,100,3,3,34,1,1,1,82,48,10,93,100,100,52,72,,
36411,1,25,5,0,4,4,12,92,83,71,56,43,1,19,8,45,73,47,45,53,53,34,9,91,53,42
38622,0,22,9,1,3,2,2,55,57,76,76,57,12,50,33,33,50,52,55,94,100,51,51,69,54,73
18696,0,35,9,0,3,2,0.5,68,69,67,32,32,2,31,30,43,72,45,33,49,58,51,69,80,51,56
36015,1,33,9,2,3,1,0,48,69,52,32,32,32,11,31,54,69,67,70,30,51,29,30,48,31,31
16209,1,47,,2,1,,,10,48,11,13,33,74,9,8,72,72,73,71,10,47,9,8,27,,
43948,1,42,9,2,4,6,13,55,69,35,58,83,69,78,81,49,43,51,29,85,66,56,73,88,20,46
43621,0,53,4,2,3,,1,39,36,29,29,12,15,3,3,69,47,41,37,33,41,60,34,64,31,47
43177,1,64,11,0,3,12,,23,82,72,16,45,50,8,10,5,43,51,32,14,53,7,9,9,9,11
49702,0,62,4,1,1,0.5,0.5,26,48,40,34,31,50,47,7,100,70,63,73,94,56,16,50,42,23,35
14933,0,43,,2,3,,2,11,7,71,47,7,7,28,11,34,55,75,44,53,28,7,8,65,,
40526,1,52,1,1,4,12,12,89,90,91,12,12,13,13,11,11,90,90,89,34,69,92,72,92,56,33
38892,1,18,3,1,3,2,1,85,61,100,75,100,47,27,51,33,84,66,41,48,52,29,0,67,42,74
31971,0,46,8,1,3,2,2,45,72,53,56,53,64,68,58,42,55,74,74,91,73,52,,77,58,60
2026,1,18,0,1,4,0.5,2,67,57,57,88,66,72,66,80,61,89,69,71,71,71,72,73,72,64,69
46032,1,63,,1,3,2,,29,49,50,28,29,29,29,8,68,48,48,51,52,73,49,50,71,,
44534,0,21,4,0,3,4,,34,34,72,70,71,63,56,73,12,71,53,53,71,54,55,9,74,52,53
27634,1,33,10,1,4,2,7,100,100,100,17,28,36,49,10,8,100,54,57,81,96,100,51,75,100,100
13508,1,56,9,1,4,2,6,70,48,70,51,49,8,52,30,51,70,69,69,69,54,55,29,90,69,48
37451,0,39,9,0,1,0.5,2,47,47,32,31,31,70,69,52,51,51,67,68,49,47,47,29,50,29,48
25675,1,65,11,0,4,1,0.5,75,68,51,30,29,50,13,12,29,47,51,34,71,71,50,33,70,50,50
49838,0,39,8,1,1,0.5,1,12,13,12,26,13,28,50,31,32,48,49,65,33,33,32,15,46,11,11
6003,1,17,,1,3,1,1,48,86,76,53,54,40,72,73,54,48,33,4,34,96,33,53,77,,
18510,1,46,0,0,4,1,3,93,97,94,28,51,29,9,10,54,95,52,53,19,51,54,33,83,52,69
19222,0,70,11,2,1,0.5,2,5,8,9,5,4,39,98,10,5,7,71,71,7,9,6,7,7,9,4
48324,0,58,9,1,2,0.5,0,29,52,28,71,71,97,71,89,90,49,75,74,33,53,6,9,11,30,29
19211,0,65,11,1,1,0.5,0,10,82,27,12,12,11,86,26,97,51,98,52,5,7,7,7,9,9,10
42294,1,53,8,1,4,12,4,100,100,100,11,12,13,12,12,80,100,56,52,52,99,97,13,53,52,51
1246,1,51,,2,1,1,2,64,65,36,49,9,4,5,5,28,100,69,70,71,95,16,50,66,,
37316,0,37,9,1,3,2,2,58,68,67,85,67,19,32,32,37,63,87,76,68,64,38,7,89,58,31
43636,0,54,8,2,1,0.5,1,4,54,54,73,74,54,73,50,70,54,72,74,53,34,2,55,50,12,7
15781,0,38,,0,3,1,,9,36,40,42,11,44,39,11,100,21,71,67,28,19,7,42,62,,
19795,1,17,3,0,3,2,5,39,40,54,9,9,76,10,42,75,30,96,73,86,62,11,29,93,5,5
25175,0,55,10,0,3,1,7,29,50,38,40,11,9,31,9,53,69,69,54,34,22,51,,51,49,50
20732,0,20,3,2,4,1,2,69,70,68,81,57,69,70,51,100,89,100,35,78,81,28,0,85,57,22
48243,0,43,10,0,4,1,3,93,91,97,17,11,10,12,19,9,98,100,100,100,70,49,68,69,45,9
22795,0,64,11,1,1,0.5,2,7,4,3,45,52,4,7,8,6,23,7,6,4,4,8,,3,3,4
50557,1,37,9,0,4,4,3,79,52,90,12,2,27,39,56,49,67,4,3,63,80,65,46,61,64,59
23024,0,32,9,1,3,0.5,0.5,51,52,31,71,51,49,91,9,91,28,31,51,49,53,10,,31,10,51
6867,0,40,,0,4,4,8,92,89,89,4,4,4,31,25,22,84,84,87,63,77,66,22,68,,
11553,0,26,9,0,4,3,7,95,100,100,46,46,33,66,32,47,49,100,100,48,88,46,33,65,63,48
15426,0,55,,0,3,,15,35,67,50,30,30,12,46,46,12,10,28,13,74,47,32,29,70,,
12504,0,59,11,1,1,3,4,31,47,33,32,59,33,30,7,70,48,72,51,35,30,9,12,69,30,9
4805,0,54,10,2,4,3,2,94,69,69,50,32,33,33,33,97,96,90,90,91,91,32,10,71,71,70
11990,0,26,9,0,2,0,0.5,10,10,3,25,4,63,4,2,49,4,80,65,7,8,25,8,42,8,12
48767,1,47,9,2,1,0.5,0.5,45,32,29,49,29,8,11,8,87,49,29,52,100,94,94,98,68,9,9
28741,1,64,11,0,1,0.5,1,33,53,31,53,54,72,50,28,73,10,29,9,9,10,31,,29,26,54
16205,1,52,,0,3,,4,61,78,78,10,97,3,1,4,50,89,46,72,55,56,35,7,93,,
31889,0,61,11,1,4,2,6,76,13,52,8,9,3,2,2,52,51,71,51,30,4,4,,59,2,3
16596,0,62,,1,4,3,,91,92,92,9,9,71,11,10,94,93,11,11,11,12,11,10,11,,
12010,0,44,4,0,1,2,0,6,5,5,7,8,50,8,9,52,28,51,51,10,12,14,8,9,8,5
25840,0,20,3,0,3,0.5,2,72,91,92,76,9,11,72,32,31,53,72,55,72,73,76,71,69,53,11
23800,0,28,4,1,3,1,5,33,32,33,51,68,32,32,5,78,74,69,89,50,51,28,,50,28,28
45196,0,28,10,1,4,2,3,78,80,86,24,54,11,83,15,48,96,44,86,50,92,93,69,87,65,73
10251,0,60,,1,0,0,0,0,50,0,52,54,100,0,0,100,0,50,0,0,0,0,0,0,,
6633,1,64,,1,1,,,28,52,52,65,65,51,51,52,70,34,51,50,33,33,26,32,30,,
16645,0,68,11,0,3,,16.5,12,70,11,12,32,33,12,12,50,73,51,33,34,33,12,12,49,12,12
5170,1,33,9,2,3,1,3,15,47,46,30,68,30,32,34,78,79,8,8,76,48,7,4,68,28,30
16241,1,23,,3,4,12,8,74,60,58,52,30,71,76,56,45,72,58,51,71,73,54,46,55,,
29520,1,26,9,1,4,1,1,93,67,94,7,7,7,8,8,69,92,52,52,52,73,52,,22,52,73
34272,1,20,8,0,1,,,9,88,50,6,27,24,4,5,88,70,68,66,66,66,7,6,7,8,9
11709,0,47,8,2,2,0.5,6,13,52,52,49,9,10,67,50,70,51,93,51,10,10,30,11,49,33,12
19318,1,23,9,2,4,1,2,80,31,64,10,30,51,32,37,67,52,71,32,52,74,65,33,70,49,49
17665,1,46,9,0,3,7,12,48,47,49,51,50,49,8,8,72,49,48,48,48,49,47,49,49,50,47
6708,1,46,,2,0,,,10,52,33,6,9,9,51,28,66,28,32,33,31,32,33,9,9,,
47364,0,67,11,1,3,4,5,44,12,28,29,70,28,7,8,12,9,10,10,11,10,10,10,42,10,10
37461,0,59,4,2,4,1,4,68,49,61,17,14,13,15,15,48,64,78,72,27,69,49,52,70,58,66
27357,0,36,8,0,3,1,2,17,71,41,7,9,49,12,27,11,16,68,70,8,7,11,12,14,11,12
6225,0,39,,2,3,,,44,73,49,40,54,41,61,32,42,76,37,58,72,62,40,50,37,,
33786,0,29,8,2,3,0.5,4,34,29,45,48,24,7,51,28,29,58,61,59,90,59,46,30,91,63,53
15387,1,36,,1,4,3,3,69,69,65,51,30,32,64,65,30,93,68,70,68,71,95,64,66,,
44017,0,22,9,0,3,1,1,57,54,54,50,51,53,55,54,54,52,54,53,53,51,48,50,51,53,54
4925,1,31,9,2,3,0,6,50,61,64,30,30,49,2,49,33,1,49,1,28,50,50,1,1,42,57
37298,1,29,9,2,3,0,6,52,53,53,53,52,53,53,52,53,51,50,50,51,52,49,51,48,48,52
40920,1,44,9,2,3,1,1,51,73,55,32,72,14,35,33,31,67,76,72,31,35,48,49,73,49,53
32186,0,18,,,4,4,1,71,59,53,47,51,50,20,23,27,68,71,52,68,74,55,36,49,,
9980,0,58,,0,3,0,1,73,73,53,10,75,36,12,12,78,13,34,34,12,13,13,13,74,,
40418,1,44,9,2,4,2,5,45,60,57,55,55,56,55,56,13,51,74,54,73,48,67,51,65,54,34
9957,1,61,,0,4,1,8,96,75,74,74,25,95,14,11,15,99,35,34,9,81,71,50,94,,
12130,1,33,9,2,3,0.5,0.5,16,76,17,32,33,23,14,43,83,80,17,11,48,28,38,28,31,43,25
25536,1,68,11,1,4,2,0.5,52,67,71,30,62,12,10,9,10,92,91,93,94,95,94,12,51,33,49
3558,1,49,8,2,3,2,1,31,50,69,45,68,12,32,33,70,86,57,57,75,57,31,33,68,31,30
8733,0,29,,3,3,1,5,71,51,70,90,37,39,7,67,45,65,71,79,62,64,45,64,75,,
13474,0,53,5,1,1,0.5,4,10,65,9,12,30,14,14,14,48,11,100,70,28,69,12,49,72,9,31
26090,0,18,3,1,4,2,1,46,48,33,17,9,72,11,43,7,18,12,16,36,100,32,21,33,100,96
17812,0,23,8,0,4,2,3,86,89,90,47,42,35,29,31,17,73,67,85,84,72,76,77,88,91,91
47286,1,21,,3,4,1,6,61,51,63,39,59,10,6,6,34,78,50,7,36,79,82,82,74,,
33784,1,61,1,1,1,0.5,0,14,8,9,10,29,30,14,13,62,50,63,63,7,10,4,49,46,7,8
8951,0,63,,1,3,1,,7,3,6,6,3,54,5,8,6,62,55,51,5,4,6,4,2,,
1116,0,28,,0,4,4,6,98,99,100,72,32,52,73,52,71,98,99,100,74,74,74,74,100,,
27498,1,30,5,2,4,5,6,92,93,94,50,50,48,51,49,49,49,49,48,48,98,94,93,95,91,90
40219,0,24,9,0,1,0,,12,51,31,11,50,49,73,49,27,50,50,50,9,8,11,11,12,31,12
26547,1,46,9,2,3,1,5,56,52,71,50,51,52,7,9,52,78,77,70,68,69,49,51,42,50,51
36743,0,32,9,0,1,,,30,50,45,47,38,68,48,41,46,27,72,73,50,50,33,34,55,37,27
28355,0,56,4,0,1,0.5,0.5,3,4,3,4,3,3,52,7,95,48,49,5,7,50,2,,3,5,2
5809,0,21,,0,4,2,5,75,75,76,19,39,76,37,21,43,51,45,8,49,49,21,19,73,,
48105,1,54,9,0,1,0.5,3,9,46,28,46,9,49,10,11,69,69,91,69,10,48,9,9,71,8,47
4067,1,15,3,0,3,1,2,35,51,36,36,37,33,31,11,50,49,68,70,33,51,28,31,53,52,37
37258,1,13,3,2,4,4,2,52,72,72,53,73,70,70,51,72,51,74,74,53,74,53,71,71,71,51
16412,1,23,,0,3,,18,10,73,30,0,0,1,38,33,52,52,70,83,84,100,4,2,51,,
18691,1,33,10,0,3,5,16.5,58,58,51,12,16,3,17,11,10,100,36,35,65,76,50,69,69,60,85
34814,0,39,10,1,3,1,2,8,66,29,28,8,6,6,6,40,49,63,63,22,65,50,5,88,30,24
47472,1,23,8,2,4,2,3,34,37,44,44,38,41,52,46,75,52,25,29,59,79,56,31,39,35,49
40877,0,41,4,1,1,0.5,3,8,8,7,48,50,51,47,0,100,9,72,47,31,97,28,5,49,6,5
46531,0,29,,2,1,1,1,5,86,5,8,5,6,29,15,9,12,50,21,66,31,3,5,48,,
31816,1,63,11,2,3,2,1,75,97,71,30,11,11,13,13,48,89,48,49,50,92,49,,49,36,49
35749,1,50,9,0,4,1,1,93,39,87,89,87,9,9,8,10,91,68,7,94,73,74,96,67,48,49
10906,0,31,,1,1,,,53,69,35,74,74,97,12,14,16,73,74,73,32,34,34,38,73,,
48365,0,64,8,2,1,0,0.5,36,54,35,50,50,69,7,7,71,48,49,50,9,48,29,10,51,34,34
35294,0,26,9,0,3,2,1,59,57,56,50,50,54,52,47,51,52,51,52,49,73,49,50,57,58,55
9275,1,56,,0,3,3,3,32,49,51,52,51,52,16,50,69,32,74,71,65,65,46,32,71,,
39339,0,59,1,1,3,3,8,64,66,65,3,49,49,2,4,57,49,26,25,70,69,49,45,47,47,47
2027,0,15,3,2,1,,,29,52,52,9,51,30,46,9,50,29,51,48,32,48,31,47,69,65,46
19778,1,46,9,1,3,3,16.5,58,78,80,5,6,90,14,8,77,33,74,40,57,55,18,52,72,56,27
26318,0,32,8,2,4,2,1,33,33,48,50,49,100,23,22,23,69,70,71,71,71,33,33,100,34,34
37551,0,34,7,2,3,0.5,4,70,53,52,33,54,30,55,30,55,50,32,72,51,51,34,52,72,51,32
28823,1,59,1,0,3,,,52,51,52,52,52,52,51,53,52,53,55,54,51,51,52,,52,52,53
33452,1,24,8,2,3,3,1,92,92,92,3,2,1,2,9,64,69,62,62,49,76,87,72,86,51,62
32967,0,19,,,4,1,2,57,64,67,68,64,46,85,80,16,58,65,62,66,79,63,69,64,,
3837,0,50,9,0,1,1,,9,49,29,9,9,48,8,8,29,48,29,30,14,47,25,9,65,43,10
17790,1,49,11,2,3,3,4,18,19,18,19,17,16,14,11,81,49,53,52,22,72,51,10,8,17,18
33327,1,,11,0,4,4,6,59,46,62,47,64,47,45,42,39,55,26,30,57,69,52,54,63,46,47
8506,0,52,,0,2,,,8,8,8,9,8,48,48,5,95,66,50,50,31,10,30,7,6,,
34218,1,36,9,1,3,1,5,73,73,75,29,28,12,13,14,65,75,94,96,81,69,34,35,73,53,53
2678,1,45,9,0,3,,6,8,53,12,11,29,11,9,28,47,28,77,78,48,69,12,11,49,30,31
42425,0,37,1,1,1,0,1,9,10,9,13,11,13,10,13,52,30,76,53,11,11,13,10,51,10,11
27871,1,15,3,2,4,2,2,77,80,77,38,17,50,13,13,13,69,61,62,82,76,72,,70,70,67
27323,1,62,9,0,3,0.5,1,37,92,71,37,17,53,53,9,32,93,68,69,52,52,10,10,48,36,49
35925,1,27,9,0,1,0.5,1,31,50,10,11,11,11,51,71,92,51,91,51,12,71,12,12,13,13,14
43314,1,33,9,1,3,0.5,5,30,50,30,29,48,73,27,32,50,49,3,5,65,70,5,1,12,49,8
16505,1,44,,2,4,2,3,72,74,75,34,36,33,45,30,30,73,79,78,100,100,75,32,72,,
26393,0,41,9,0,1,2,0.5,37,61,71,70,70,72,69,69,68,70,72,73,69,50,32,70,70,34,36
30383,0,52,10,2,3,1,8,54,79,55,73,73,12,11,11,73,73,73,74,11,29,9,,92,53,53
39212,1,40,9,2,3,16.5,0.5,78,71,94,72,54,55,32,92,94,9,72,74,33,75,32,50,34,37,39
44764,0,64,11,1,1,1,0,27,64,27,32,20,26,30,6,87,51,67,55,11,70,16,30,73,52,21
10,0,73,,1,3,1,3,86,28,72,33,50,32,78,100,30,6,32,33,9,10,9,56,56,,
45494,1,19,3,1,3,2,0.5,28,59,56,68,28,66,35,31,62,11,66,71,80,66,31,31,71,55,50
26962,0,31,8,1,3,0,2,48,74,30,31,10,51,66,37,69,33,33,36,6,8,7,8,58,10,9
464,1,27,,0,4,,1,50,49,49,48,47,49,49,48,48,50,49,49,49,48,48,48,48,,
25012,0,19,8,2,4,2,1,36,53,65,52,38,56,38,3,71,49,82,59,60,45,4,,86,30,4
28005,0,20,8,0,1,2,0,52,53,66,70,53,16,68,30,53,11,73,53,52,50,14,,74,33,31
3686,0,37,8,0,1,1,2,47,50,50,68,48,29,29,12,63,68,71,68,49,48,32,49,68,47,48
12887,1,33,9,2,4,3,4,100,99,100,7,6,8,33,32,15,100,100,100,78,100,98,67,98,68,100
48991,0,25,9,1,3,1,2,41,69,54,38,23,17,6,5,13,75,32,15,57,37,37,25,47,51,53
6925,1,25,,0,4,,,51,51,52,52,52,37,33,39,39,50,52,50,50,50,51,51,51,,
13562,1,39,5,1,3,1,,41,43,40,35,69,31,15,24,46,48,32,36,32,26,66,46,44,47,45
50246,0,38,8,2,3,1,1,12,48,40,33,29,46,62,58,66,40,68,69,47,41,6,6,9,10,11
3273,0,41,9,2,1,0,5,5,7,8,6,49,29,47,26,92,100,72,46,6,5,5,4,5,4,4
26183,0,20,3,1,3,1,2,72,73,53,28,28,29,100,79,12,52,72,54,54,39,78,39,56,57,57
43918,0,41,8,2,1,0.5,1,14,52,13,51,51,53,13,12,88,50,50,49,12,13,14,16,50,12,12
36050,0,24,9,1,1,0.5,2,32,62,65,41,41,46,52,33,34,56,79,83,63,70,53,47,54,57,52
15599,0,32,,1,3,,,59,46,47,47,47,47,47,48,47,47,47,47,46,46,45,47,52,,
48200,0,34,9,0,4,1,2,82,80,81,58,31,13,51,69,29,98,76,98,84,93,76,76,54,76,91
20344,1,47,9,2,3,6,6,72,72,52,52,28,49,49,49,50,92,74,52,53,77,49,49,69,51,51
26427,1,46,1,1,1,4,16.5,29,32,31,30,50,9,29,29,29,53,52,51,51,50,31,50,30,29,29
30958,0,19,9,2,4,16.5,0,51,73,100,53,54,53,100,83,40,100,85,100,73,74,74,,54,55,55
1678,0,29,,1,4,2,,11,7,5,5,0,100,54,48,49,8,73,9,13,16,6,5,9,,
21802,0,53,10,2,3,3,2,70,71,57,6,8,8,8,7,68,100,83,55,30,54,71,,71,53,53
42012,1,62,9,1,1,0,3,31,31,32,31,11,71,12,12,91,92,44,72,24,30,15,11,32,32,31
40160,0,23,9,0,1,0,16.5,27,35,30,21,24,89,46,22,15,14,85,38,54,49,13,18,20,50,43
4466,1,43,9,2,1,,,7,9,7,10,9,89,10,10,72,11,11,12,10,11,68,30,31,7,7
43966,1,50,9,1,3,3,1,63,64,63,51,51,1,1,0,48,93,45,52,52,68,59,67,71,48,51
24612,1,40,10,2,3,2,0.5,57,68,50,23,23,9,4,4,74,93,2,3,4,28,36,,26,3,20
41014,0,18,3,1,1,6,4,10,32,10,73,10,51,90,88,67,51,87,52,22,22,6,5,89,48,28
9989,1,57,,2,1,,1,8,27,28,10,52,95,11,10,73,52,53,51,34,34,34,4,7,,
31406,0,57,8,2,3,2,5,50,74,50,7,28,30,8,7,74,53,53,29,7,4,4,,70,29,28
23503,1,63,11,2,4,1,1,66,66,51,3,3,3,2,2,10,49,30,3,2,2,67,,3,3,2
28786,1,17,3,0,4,15,0,100,100,100,100,100,1,1,100,1,100,1,1,1,1,2,,100,1,50
45336,1,30,9,2,4,1,0.5,81,16,48,67,65,6,0,1,56,100,1,2,1,32,49,48,76,49,52
28141,0,15,3,0,3,0.5,1,53,71,72,51,37,68,17,29,11,58,84,73,10,60,8,,41,60,15
31,0,69,,2,3,,1,7,7,7,11,12,14,15,12,9,8,52,26,50,68,8,8,8,,
12495,1,49,9,2,2,0,2,8,9,10,9,8,32,11,10,75,10,66,28,48,48,14,34,11,11,12
1174,1,54,,1,2,,,55,11,12,13,96,12,13,13,96,56,58,56,11,12,14,11,52,,
15517,0,30,,2,3,1,,33,72,32,32,33,53,53,65,66,42,71,82,53,69,40,16,17,,
19648,0,20,3,2,4,3,3,67,88,63,73,21,6,6,4,12,100,78,64,88,83,44,75,60,64,79
1310,0,35,,2,3,0,1,54,35,69,70,1,1,16,6,71,53,90,92,70,94,69,69,51,,
32010,1,26,9,2,2,0.5,1,10,10,8,6,12,5,5,4,6,2,5,7,8,6,6,,11,9,14
48542,0,45,0,1,3,4,1,51,29,50,49,50,50,28,49,50,49,48,31,53,53,32,30,53,29,30
48160,0,54,1,0,1,1,5,30,49,31,33,10,10,11,14,49,31,68,33,35,36,36,38,95,33,10
12899,1,46,9,2,4,3,1,89,44,76,54,35,21,12,17,69,36,51,57,52,63,51,35,71,39,26
5064,1,18,3,0,3,1,0,76,71,71,30,8,52,2,26,11,62,50,51,11,66,35,63,27,27,53
1189,0,48,,0,3,,2,4,2,2,6,9,73,72,67,93,52,77,82,72,56,4,4,27,,
15834,1,41,,1,3,2,4,76,51,57,70,50,6,20,34,12,52,73,71,77,75,66,81,84,,
44807,1,59,11,2,1,0,3,12,30,11,9,49,69,11,12,69,49,63,49,29,10,11,10,49,10,10
47957,1,18,3,2,4,4,8,72,74,69,33,6,70,18,29,10,69,48,51,72,70,75,30,71,68,71
14972,1,53,,1,4,1,2,70,71,71,17,20,51,71,52,1,74,73,74,74,73,76,54,78,,
50768,1,38,9,0,3,10,8,24,42,32,25,30,86,39,63,60,55,72,74,63,61,21,29,23,28,23
10229,1,28,,2,3,1,9,50,49,60,29,33,36,37,8,61,84,52,42,59,59,38,8,79,,
12572,1,19,3,0,3,4,0.5,62,64,68,62,53,50,66,64,67,72,71,67,55,37,48,38,48,49,65
